concurso;data;j1;j2;j3;j4;j5;j6;j7;j8;j9;j10;j11;j12;j13;j14;ganhadores_14;rateio_14;ganhadores_13;rateio_13;acumulado
696;2016-04-11;;;;;;;;;;;;;;;3;54792212.0;223;85729.0;não
697;2016-04-18;;;;;;;;;;;;;;;0;0.0;4;1178013.0;sim
698;2016-04-25;;;;;;;;;;;;;;;0;0.0;1;6416845.0;sim
699;2016-05-02;;;;;;;;;;;;;;;0;0.0;9;779659.0;sim
700;2016-05-09;;;;;;;;;;;;;;;2;89482508.0;45;252744.0;não
701;2016-05-16;;;;;;;;;;;;;;;0;0.0;6;112006.0;sim
702;2016-05-23;;;;;;;;;;;;;;;0;0.0;3;291822.0;sim
703;2016-05-30;;;;;;;;;;;;;;;12;9593955.0;350;37531.0;não
704;2016-06-06;;;;;;;;;;;;;;;7;5243735.0;220;51075.0;não
705;2016-06-13;;;;;;;;;;;;;;;0;0.0;1;899353.0;sim
706;2016-06-20;;;;;;;;;;;;;;;1;137869627.0;20;557042.0;não
707;2016-06-27;;;;;;;;;;;;;;;1;28713382.0;4;1538217.0;não
708;2016-07-04;;;;;;;;;;;;;;;1;32673156.0;56;178606.0;não
709;2016-07-11;;;;;;;;;;;;;;;0;0.0;58;159347.0;sim
710;2016-07-18;;;;;;;;;;;;;;;0;0.0;24;400137.0;sim
711;2016-07-25;;;;;;;;;;;;;;;0;0.0;16;775222.0;sim
712;2016-08-01;;;;;;;;;;;;;;;1;253988012.0;75;232401.0;não
713;2016-08-08;;;;;;;;;;;;;;;4;8262925.0;184;54988.0;não
714;2016-08-15;;;;;;;;;;;;;;;2;14832606.0;15;423789.0;não
715;2016-08-22;;;;;;;;;;;;;;;0;0.0;12;622858.0;sim
716;2016-08-29;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
717;2016-09-05;;;;;;;;;;;;;;;0;0.0;1;1119399.0;sim
718;2016-09-12;;;;;;;;;;;;;;;0;0.0;20;691591.0;sim
719;2016-09-19;;;;;;;;;;;;;;;0;0.0;15;1177807.0;sim
720;2016-09-26;;;;;;;;;;;;;;;27;19301726.0;802;42336.0;não
721;2016-10-03;;;;;;;;;;;;;;;17;1890045.0;552;17818.0;não
722;2016-10-10;;;;;;;;;;;;;;;298;13953.0;4906;2594.0;não
723;2016-10-17;;;;;;;;;;;;;;;2;19871177.0;35;24332.0;não
724;2016-10-24;;;;;;;;;;;;;;;3;11306592.0;165;6293.0;não
725;2016-10-31;;;;;;;;;;;;;;;1;97882007.0;16;569656.0;não
726;2016-11-07;;;;;;;;;;;;;;;19;1575811.0;451;20322.0;não
727;2016-11-14;;;;;;;;;;;;;;;6;5245035.0;67;143787.0;não
728;2016-11-21;;;;;;;;;;;;;;;1;29293229.0;14;448366.0;não
729;2016-11-28;;;;;;;;;;;;;;;0;0.0;25;267505.0;sim
730;2016-12-05;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
731;2017-01-09;;;;;;;;;;;;;;;0;0.0;66;89993.0;sim
732;2017-01-16;;;;;;;;;;;;;;;1;120533525.0;13;429719.0;não
733;2017-01-23;;;;;;;;;;;;;;;1;8178971.0;6;292106.0;não
734;2017-01-30;;;;;;;;;;;;;;;1;16360597.0;13;26968.0;não
735;2017-02-06;;;;;;;;;;;;;;;0;0.0;3;1697927.0;sim
736;2017-02-13;;;;;;;;;;;;;;;4;17689953.0;86;108446.0;não
737;2017-02-21;;;;;;;;;;;;;;;8;2953333.0;413;17512.0;não
738;2017-03-02;;;;;;;;;;;;;;;48;468743.0;1017;6772.0;não
739;2017-03-06;;;;;;;;;;;;;;;135;148725.0;2253;2728.0;não
740;2017-03-13;;;;;;;;;;;;;;;0;0.0;5;1110015.0;sim
741;2017-03-20;;;;;;;;;;;;;;;0;0.0;1;8551102.0;sim
742;2017-03-27;;;;;;;;;;;;;;;89;1518184.0;1392;9567.0;não
743;2017-04-03;;;;;;;;;;;;;;;0;0.0;35;149314.0;sim
744;2017-04-11;;;;;;;;;;;;;;;7;8505033.0;165;65208.0;não
745;2017-04-18;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
746;2017-04-24;;;;;;;;;;;;;;;31;2864609.0;625;16984.0;não
747;2017-05-02;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
748;2017-05-08;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
749;2017-05-15;;;;;;;;;;;;;;;5;18883474.0;122;90832.0;não
750;2017-05-22;;;;;;;;;;;;;;;1;58356777.0;20;318519.0;não
751;2017-05-29;;;;;;;;;;;;;;;0;0.0;3;1808859.0;sim
752;2017-06-05;;;;;;;;;;;;;;;1;59918951.0;133;79626.0;não
753;2017-06-12;;;;;;;;;;;;;;;0;0.0;8;803581.0;sim
754;2017-06-19;;;;;;;;;;;;;;;0;0.0;4;186268.0;sim
755;2017-06-26;;;;;;;;;;;;;;;0;0.0;5;1881281.0;sim
756;2017-07-03;;;;;;;;;;;;;;;2;98698844.0;101;168643.0;não
757;2017-07-10;;;;;;;;;;;;;;;0;0.0;6;1084707.0;sim
758;2017-07-17;;;;;;;;;;;;;;;0;0.0;4;2134254.0;sim
759;2017-07-24;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
760;2017-07-31;;;;;;;;;;;;;;;5;45298208.0;204;91353.0;não
761;2017-08-08;;;;;;;;;;;;;;;0;0.0;1;7053772.0;sim
762;2017-08-14;;;;;;;;;;;;;;;1;73130266.0;21;410333.0;não
763;2017-08-21;;;;;;;;;;;;;;;0;0.0;13;523058.0;sim
764;2017-08-28;;;;;;;;;;;;;;;0;0.0;1;6936808.0;sim
765;2017-09-04;;;;;;;;;;;;;;;60;2455281.0;1227;10169.0;não
766;2017-09-11;;;;;;;;;;;;;;;0;0.0;1;5368193.0;sim
767;2017-09-18;;;;;;;;;;;;;;;33;1980272.0;928;13293.0;não
768;2017-09-25;;;;;;;;;;;;;;;0;0.0;17;376784.0;sim
769;2017-10-02;;;;;;;;;;;;;;;0;0.0;1;8575684.0;sim
770;2017-10-09;;;;;;;;;;;;;;;87;1839757.0;2255;7117.0;não
771;2017-10-16;;;;;;;;;;;;;;;13;2114175.0;296;28424.0;não
772;2017-10-23;;;;;;;;;;;;;;;1;28327283.0;34;178533.0;não
773;2017-10-30;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
774;2017-11-06;;;;;;;;;;;;;;;0;0.0;58;174109.0;sim
775;2017-11-13;;;;;;;;;;;;;;;0;0.0;2;5355928.0;sim
776;2017-11-20;;;;;;;;;;;;;;;19;1071503.0;416;36123.0;não
777;2017-11-27;;;;;;;;;;;;;;;0;0.0;1;6387411.0;sim
778;2017-12-18;;;;;;;;;;;;;;;101;466816.0;2781;1908.0;não
779;2017-12-26;;;;;;;;;;;;;;;0;0.0;17;168894.0;sim
780;2018-01-02;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
781;2018-01-08;;;;;;;;;;;;;;;0;0.0;1;7839954.0;sim
782;2018-01-15;;;;;;;;;;;;;;;3;52041094.0;90;148002.0;não
783;2018-01-22;;;;;;;;;;;;;;;0;0.0;9;523648.0;sim
784;2018-01-29;;;;;;;;;;;;;;;0;0.0;13;433879.0;sim
785;2018-02-05;;;;;;;;;;;;;;;34;3551633.0;1014;12047.0;não
786;2018-02-14;;;;;;;;;;;;;;;21;1512959.0;1474;6598.0;não
787;2018-02-20;;;;;;;;;;;;;;;21;1059488.0;429;15876.0;não
788;2018-02-26;;;;;;;;;;;;;;;0;0.0;8;721612.0;sim
789;2018-03-05;;;;;;;;;;;;;;;4;14713959.0;241;40539.0;não
790;2018-03-12;;;;;;;;;;;;;;;0;0.0;3;224333.0;sim
791;2018-03-19;;;;;;;;;;;;;;;0;0.0;4;2308085.0;sim
792;2018-03-26;;;;;;;;;;;;;;;0;0.0;8;839821.0;sim
793;2018-04-02;;;;;;;;;;;;;;;7;26610118.0;145;100676.0;não
794;2018-04-09;;;;;;;;;;;;;;;0;0.0;12;559391.0;sim
795;2018-04-16;;;;;;;;;;;;;;;2;56668219.0;304;42694.0;não
796;2018-04-23;;;;;;;;;;;;;;;0;0.0;12;384186.0;sim
797;2018-04-30;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
798;2018-05-07;;;;;;;;;;;;;;;0;0.0;34;250045.0;sim
799;2018-05-14;;;;;;;;;;;;;;;2;78222126.0;48;258869.0;não
800;2018-05-21;;;;;;;;;;;;;;;0;0.0;13;588182.0;sim
801;2018-05-28;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
802;2018-06-04;;;;;;;;;;;;;;;0;0.0;5;2075486.0;sim
803;2018-06-11;;;;;;;;;;;;;;;1;241423031.0;20;74925.0;não
804;2018-06-18;;;;;;;;;;;;;;;2;26313648.0;151;106691.0;não
805;2018-06-25;;;;;;;;;;;;;;;22;5179963.0;767;24554.0;não
806;2018-06-28;;;;;;;;;;;;;;;0;0.0;1;6506428.0;sim
807;2018-07-02;;;;;;;;;;;;;;;0;0.0;2;2458598.0;sim
808;2018-07-09;;;;;;;;;;;;;;;0;0.0;15;33920.0;sim
809;2018-07-16;;;;;;;;;;;;;;;5;21080288.0;156;55626.0;não
810;2018-07-23;;;;;;;;;;;;;;;0;0.0;11;571658.0;sim
811;2018-07-30;;;;;;;;;;;;;;;0;0.0;40;225152.0;sim
812;2018-08-06;;;;;;;;;;;;;;;0;0.0;1;10603841.0;sim
813;2018-08-13;;;;;;;;;;;;;;;65;3253052.0;1465;11455.0;não
814;2018-08-20;;;;;;;;;;;;;;;61;630488.0;1257;9366.0;não
815;2018-08-27;;;;;;;;;;;;;;;16;554957.0;542;24233.0;não
816;2018-09-03;;;;;;;;;;;;;;;0;0.0;2;3446784.0;sim
817;2018-09-10;;;;;;;;;;;;;;;5;13250267.0;129;80876.0;não
818;2018-09-17;;;;;;;;;;;;;;;49;623152.0;882;10597.0;não
819;2018-09-25;;;;;;;;;;;;;;;1;30652701.0;32;205264.0;não
820;2018-10-01;;;;;;;;;;;;;;;6;12084655.0;225;48987.0;não
821;2018-10-08;;;;;;;;;;;;;;;3;7709709.0;72;98338.0;não
822;2018-10-15;;;;;;;;;;;;;;;14;2019869.0;408;21217.0;não
823;2018-10-22;;;;;;;;;;;;;;;2;16346962.0;75;133444.0;não
824;2018-10-29;;;;;;;;;;;;;;;2;12241038.0;53;141405.0;não
825;2018-11-05;;;;;;;;;;;;;;;1;62573946.0;28;241765.0;não
826;2018-11-12;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
827;2018-11-19;;;;;;;;;;;;;;;0;0.0;16;495668.0;sim
828;2018-11-27;;;;;;;;;;;;;;;5;24528349.0;166;91914.0;não
829;2018-12-03;;;;;;;;;;;;;;;82;393336.0;1660;5947.0;não
830;2018-12-10;;;;;;;;;;;;;;;0;0.0;14;436553.0;sim
831;2018-12-17;;;;;;;;;;;;;;;316;345694.0;13325;967.0;não
832;2018-12-24;;;;;;;;;;;;;;;10;2746575.0;196;42897.0;não
833;2018-12-31;;;;;;;;;;;;;;;1;22295255.0;27;176946.0;não
834;2019-01-07;;;;;;;;;;;;;;;0;0.0;1;3798287.0;sim
835;2019-01-14;;;;;;;;;;;;;;;7;11396825.0;185;53705.0;não
836;2019-01-21;;;;;;;;;;;;;;;3;8442876.0;46;168557.0;não
837;2019-01-28;;;;;;;;;;;;;;;29;812901.0;1189;6069.0;não
838;2019-02-04;;;;;;;;;;;;;;;0;0.0;58;14453.0;sim
839;2019-02-11;;;;;;;;;;;;;;;2;31816615.0;87;127549.0;não
840;2019-02-18;;;;;;;;;;;;;;;4;15314017.0;101;91492.0;não
841;2019-02-25;;;;;;;;;;;;;;;2;14019749.0;148;57996.0;não
842;2019-03-06;;;;;;;;;;;;;;;0;0.0;74;128287.0;sim
843;2019-03-11;;;;;;;;;;;;;;;0;0.0;32;208255.0;sim
844;2019-03-18;;;;;;;;;;;;;;;0;0.0;2;4636634.0;sim
845;2019-03-25;;;;;;;;;;;;;;;5;39896139.0;127;142299.0;não
846;2019-04-01;;;;;;;;;;;;;;;40;766197.0;1459;643.0;não
847;2019-04-08;;;;;;;;;;;;;;;83;423677.0;2131;5051.0;não
848;2019-04-15;;;;;;;;;;;;;;;0;0.0;21;266885.0;sim
849;2019-04-22;;;;;;;;;;;;;;;1;63735209.0;59;136491.0;não
850;2019-04-29;;;;;;;;;;;;;;;1;74503339.0;24;304398.0;não
851;2019-05-06;;;;;;;;;;;;;;;0;0.0;57;145335.0;sim
852;2019-05-13;;;;;;;;;;;;;;;0;0.0;4;1838644.0;sim
853;2019-05-20;;;;;;;;;;;;;;;0;0.0;1;10037223.0;sim
854;2019-05-27;;;;;;;;;;;;;;;0;0.0;55;219433.0;sim
855;2019-06-03;;;;;;;;;;;;;;;94;307900.0;2082;12103.0;não
856;2019-06-10;;;;;;;;;;;;;;;3;12421464.0;77;148148.0;não
857;2019-06-17;;;;;;;;;;;;;;;3;9243795.0;32;185701.0;não
858;2019-06-25;;;;;;;;;;;;;;;10;2872667.0;369;23831.0;não
859;2019-07-15;;;;;;;;;;;;;;;2;1987138.0;45;189251.0;não
860;2019-07-22;;;;;;;;;;;;;;;0;0.0;2;379759.0;sim
861;2019-07-29;;;;;;;;;;;;;;;1;124615559.0;10;91998.0;não
862;2019-08-05;;;;;;;;;;;;;;;0;0.0;13;479371.0;sim
863;2019-08-12;;;;;;;;;;;;;;;0;0.0;104;110548.0;sim
864;2019-08-19;;;;;;;;;;;;;;;0;0.0;25;451041.0;sim
865;2019-08-26;;;;;;;;;;;;;;;0;0.0;5;2655021.0;sim
866;2019-09-02;;;;;;;;;;;;;;;230;1256741.0;4627;4332.0;não
867;2019-09-09;;;;;;;;;;;;;;;1;29604769.0;5;1268776.0;não
868;2019-09-16;;;;;;;;;;;;;;;0;0.0;2;3687717.0;sim
869;2019-09-23;;;;;;;;;;;;;;;17;4216164.0;623;18306.0;não
870;2019-09-30;;;;;;;;;;;;;;;5;19185975.0;134;107185.0;não
871;2019-10-07;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
872;2019-10-14;;;;;;;;;;;;;;;20;4292118.0;622;1995.0;não
873;2019-10-21;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
874;2019-10-28;;;;;;;;;;;;;;;3;31010222.0;58;184407.0;não
875;2019-11-04;;;;;;;;;;;;;;;95;931857.0;1495;8904.0;não
876;2019-11-11;;;;;;;;;;;;;;;9;3794916.0;426;24543.0;não
877;2019-11-18;;;;;;;;;;;;;;;1;30737747.0;3;2195553.0;não
878;2019-11-25;;;;;;;;;;;;;;;1;27195057.0;2;2913756.0;não
879;2019-12-02;;;;;;;;;;;;;;;0;0.0;2;2938659.0;sim
880;2019-12-09;;;;;;;;;;;;;;;0;0.0;4;212440.0;sim
881;2019-12-16;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
882;2019-12-23;;;;;;;;;;;;;;;2;10848293.0;81;146379.0;não
883;2020-01-06;;;;;;;;;;;;;;;0;0.0;1;3854287.0;sim
884;2020-01-13;;;;;;;;;;;;;;;0;0.0;1;5499027.0;sim
885;2020-01-20;;;;;;;;;;;;;;;1;121199081.0;15;533157.0;não
886;2020-01-27;;;;;;;;;;;;;;;0;0.0;12;390314.0;sim
887;2020-02-03;;;;;;;;;;;;;;;0;0.0;2;3296576.0;sim
888;2020-02-10;;;;;;;;;;;;;;;0;0.0;3;2535967.0;sim
889;2020-02-17;;;;;;;;;;;;;;;3;42599876.0;89;136449.0;não
890;2020-02-26;;;;;;;;;;;;;;;3;22705925.0;79;126846.0;não
891;2020-03-02;;;;;;;;;;;;;;;4;6184004.0;98;77267.0;não
892;2020-03-09;;;;;;;;;;;;;;;5;6145564.0;121;77739.0;não
893;2020-03-16;;;;;;;;;;;;;;;0;0.0;7;742598.0;sim
894;2020-08-10;;;;;;;;;;;;;;;0;0.0;8;496349.0;sim
895;2020-08-17;;;;;;;;;;;;;;;3;33183339.0;73;120321.0;não
896;2020-08-24;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
897;2020-08-31;;;;;;;;;;;;;;;0;0.0;3;1784629.0;sim
898;2020-09-08;;;;;;;;;;;;;;;1;86027054.0;16;463442.0;não
899;2020-09-14;;;;;;;;;;;;;;;0;0.0;2;2581219.0;sim
900;2020-09-21;;;;;;;;;;;;;;;0;0.0;3;2462825.0;sim
901;2020-09-28;;;;;;;;;;;;;;;1;128259164.0;19;46176.0;não
902;2020-10-05;;;;;;;;;;;;;;;1;24623784.0;15;351769.0;não
903;2020-10-13;;;;;;;;;;;;;;;9;2704017.0;247;30161.0;não
904;2020-10-19;;;;;;;;;;;;;;;0;0.0;8;647877.0;sim
905;2020-10-26;;;;;;;;;;;;;;;0;0.0;14;504158.0;sim
906;2020-11-03;;;;;;;;;;;;;;;0;0.0;25;387042.0;sim
907;2020-11-09;;;;;;;;;;;;;;;0;0.0;5;2428734.0;sim
908;2020-11-16;;;;;;;;;;;;;;;0;0.0;2;6637022.0;sim
909;2020-11-23;;;;;;;;;;;;;;;0;0.0;6;2465426.0;sim
910;2020-11-30;;;;;;;;;;;;;;;0;0.0;7;2690714.0;sim
911;2020-12-07;;;;;;;;;;;;;;;2;288736294.0;67;354584.0;não
912;2020-12-14;;;;;;;;;;;;;;;0;0.0;1;6369614.0;sim
913;2020-12-21;;;;;;;;;;;;;;;0;0.0;2;3763271.0;sim
914;2020-12-28;;;;;;;;;;;;;;;5;20823476.0;224;53665.0;não
915;2021-01-11;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
916;2021-01-18;;;;;;;;;;;;;;;0;0.0;2;4980447.0;sim
917;2021-01-25;;;;;;;;;;;;;;;0;0.0;51;235979.0;sim
918;2021-02-01;;;;;;;;;;;;;;;0;0.0;12;1074202.0;sim
919;2021-02-08;;;;;;;;;;;;;;;3;113206432.0;68;202934.0;não
920;2021-02-17;;;;;;;;;;;;;;;1;97325996.0;10;862608.0;não
921;2021-02-22;;;;;;;;;;;;;;;0;0.0;22;241611.0;sim
922;2021-03-01;;;;;;;;;;;;;;;1;53018231.0;4;1511403.0;não
923;2021-03-08;;;;;;;;;;;;;;;0;0.0;4;1293457.0;sim
924;2021-03-15;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
925;2021-03-22;;;;;;;;;;;;;;;0;0.0;3;2029786.0;sim
926;2021-03-29;;;;;;;;;;;;;;;9;16459701.0;296;3313.0;não
927;2021-04-05;;;;;;;;;;;;;;;0;0.0;19;204291.0;sim
928;2021-04-12;;;;;;;;;;;;;;;0;0.0;9;746406.0;sim
929;2021-04-19;;;;;;;;;;;;;;;19;4787728.0;645;19698.0;não
930;2021-04-26;;;;;;;;;;;;;;;61;1112223.0;2082;5204.0;não
931;2021-05-03;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
932;2021-05-06;;;;;;;;;;;;;;;1;40850666.0;14;222737.0;não
933;2021-05-10;;;;;;;;;;;;;;;0;0.0;3;1724651.0;sim
934;2021-05-13;;;;;;;;;;;;;;;0;0.0;1;3341311.0;sim
935;2021-05-17;;;;;;;;;;;;;;;0;0.0;3;1882006.0;sim
936;2021-05-20;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
937;2021-05-24;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
938;2021-05-27;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
939;2021-05-31;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
940;2021-06-07;;;;;;;;;;;;;;;0;0.0;19;710183.0;sim
941;2021-06-14;;;;;;;;;;;;;;;0;0.0;17;1006719.0;sim
942;2021-06-21;;;;;;;;;;;;;;;0;0.0;4;4713377.0;sim
943;2021-06-28;;;;;;;;;;;;;;;1;620658713.0;16;1402758.0;não
944;2021-07-05;;;;;;;;;;;;;;;1;26576952.0;20;284753.0;não
945;2021-07-12;;;;;;;;;;;;;;;1;115204103.0;117;98387.0;não
946;2021-07-19;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
947;2021-07-26;;;;;;;;;;;;;;;0;0.0;8;905968.0;sim
948;2021-08-02;;;;;;;;;;;;;;;0;0.0;3;270348.0;sim
949;2021-08-09;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
950;2021-08-16;;;;;;;;;;;;;;;0;0.0;3;3679472.0;sim
951;2021-08-23;;;;;;;;;;;;;;;0;0.0;1;12985827.0;sim
952;2021-08-30;;;;;;;;;;;;;;;1;36332950.0;35;368705.0;não
953;2021-09-06;;;;;;;;;;;;;;;0;0.0;1;4697448.0;sim
954;2021-09-13;;;;;;;;;;;;;;;0;0.0;1;5313003.0;sim
955;2021-09-20;;;;;;;;;;;;;;;8;1792056.0;303;50221.0;não
956;2021-09-27;;;;;;;;;;;;;;;1;28234973.0;22;275016.0;não
957;2021-10-04;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
958;2021-10-11;;;;;;;;;;;;;;;1;77011955.0;11;786019.0;não
959;2021-10-18;;;;;;;;;;;;;;;0;0.0;5;1029798.0;sim
960;2021-10-25;;;;;;;;;;;;;;;0;0.0;15;562205.0;sim
961;2021-11-01;;;;;;;;;;;;;;;0;0.0;6;1449724.0;sim
962;2021-11-08;;;;;;;;;;;;;;;5;37355692.0;138;101676.0;não
963;2021-11-16;;;;;;;;;;;;;;;9;2529517.0;299;23307.0;não
964;2021-11-22;;;;;;;;;;;;;;;4;608493.0;90;82788.0;não
965;2021-11-29;;;;;;;;;;;;;;;2;35682334.0;71;147961.0;não
966;2021-12-06;;;;;;;;;;;;;;;3;7120347.0;49;13345.0;não
967;2021-12-13;;;;;;;;;;;;;;;1;20570246.0;22;200359.0;não
968;2021-12-20;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
969;2022-01-10;;;;;;;;;;;;;;;0;0.0;2;2047688.0;sim
970;2022-01-17;;;;;;;;;;;;;;;1;101693403.0;23;308254.0;não
971;2022-01-24;;;;;;;;;;;;;;;1;15849702.0;1;3396365.0;não
972;2022-01-31;;;;;;;;;;;;;;;2;1063365.0;35;186011.0;não
973;2022-02-07;;;;;;;;;;;;;;;0;0.0;1;3759693.0;sim
974;2022-02-14;;;;;;;;;;;;;;;0;0.0;6;878622.0;sim
975;2022-02-21;;;;;;;;;;;;;;;1;95740514.0;75;120485.0;não
976;2022-03-02;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
977;2022-03-07;;;;;;;;;;;;;;;31;1459856.0;580;12638.0;não
978;2022-03-14;;;;;;;;;;;;;;;31;649358.0;646;9539.0;não
979;2022-03-21;;;;;;;;;;;;;;;1;22280236.0;43;158615.0;não
980;2022-03-28;;;;;;;;;;;;;;;2;24640068.0;41;186472.0;não
981;2022-04-04;;;;;;;;;;;;;;;3;8064883.0;140;52903.0;não
982;2022-04-07;;;;;;;;;;;;;;;0;0.0;14;172123.0;sim
983;2022-04-11;;;;;;;;;;;;;;;0;0.0;2;243041.0;sim
984;2022-04-14;;;;;;;;;;;;;;;1;48124611.0;58;92728.0;não
985;2022-04-18;;;;;;;;;;;;;;;7;5789453.0;267;2256.0;não
986;2022-04-22;;;;;;;;;;;;;;;2;4995223.0;16;133801.0;não
987;2022-04-25;;;;;;;;;;;;;;;0;0.0;2;1789038.0;sim
988;2022-04-28;;;;;;;;;;;;;;;1;2907909.0;20;189511.0;não
989;2022-05-02;;;;;;;;;;;;;;;0;0.0;1;4083458.0;sim
990;2022-05-05;;;;;;;;;;;;;;;8;6000939.0;193;19476.0;não
991;2022-05-09;;;;;;;;;;;;;;;0;0.0;1;4228509.0;sim
992;2022-05-12;;;;;;;;;;;;;;;1339;43482.0;13461;478.0;não
993;2022-05-16;;;;;;;;;;;;;;;1;20690936.0;29;152889.0;não
994;2022-05-19;;;;;;;;;;;;;;;15;768601.0;461;7655.0;não
995;2022-05-23;;;;;;;;;;;;;;;1;39737995.0;34;135309.0;não
996;2022-05-26;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
997;2022-05-30;;;;;;;;;;;;;;;0;0.0;2;2137356.0;sim
998;2022-06-03;;;;;;;;;;;;;;;0;0.0;1;2521322.0;sim
999;2022-06-06;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
1000;2022-06-09;;;;;;;;;;;;;;;0;0.0;2;2233845.0;sim
1001;2022-06-13;;;;;;;;;;;;;;;0;0.0;2;3973484.0;sim
1002;2022-06-17;;;;;;;;;;;;;;;1;170308866.0;71;108617.0;não
1003;2022-06-20;;;;;;;;;;;;;;;0;0.0;2;1840579.0;sim
1004;2022-06-27;;;;;;;;;;;;;;;0;0.0;2;2734755.0;sim
1005;2022-06-30;;;;;;;;;;;;;;;0;0.0;5;722473.0;sim
1006;2022-07-04;;;;;;;;;;;;;;;0;0.0;7;908499.0;sim
1007;2022-07-11;;;;;;;;;;;;;;;5;32473851.0;70;141328.0;não
1008;2022-07-18;;;;;;;;;;;;;;;0;0.0;3;1354611.0;sim
1009;2022-07-25;;;;;;;;;;;;;;;0;0.0;2;2788873.0;sim
1010;2022-08-01;;;;;;;;;;;;;;;9;12384457.0;501;22583.0;não
1011;2022-08-08;;;;;;;;;;;;;;;0;0.0;19;289208.0;sim
1012;2022-08-15;;;;;;;;;;;;;;;0;0.0;12;467537.0;sim
1013;2022-08-22;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
1014;2022-08-29;;;;;;;;;;;;;;;0;0.0;9;915764.0;sim
1015;2022-09-05;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
1016;2022-09-12;;;;;;;;;;;;;;;15;19020515.0;251;6101.0;não
1017;2022-09-19;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
1018;2022-09-26;;;;;;;;;;;;;;;2;26752652.0;90;88251.0;não
1019;2022-10-03;;;;;;;;;;;;;;;9;2606326.0;239;30044.0;não
1020;2022-10-10;;;;;;;;;;;;;;;0;0.0;3;2141057.0;sim
1021;2022-10-17;;;;;;;;;;;;;;;0;0.0;2;3499287.0;sim
1022;2022-10-24;;;;;;;;;;;;;;;3;45209035.0;40;191042.0;não
1023;2022-10-31;;;;;;;;;;;;;;;0;0.0;46;15961.0;sim
1024;2022-11-07;;;;;;;;;;;;;;;0;0.0;2;2657189.0;sim
1025;2022-11-14;;;;;;;;;;;;;;;1;114483342.0;18;406924.0;não
1026;2022-11-24;;;;;;;;;;;;;;;1;55762442.0;45;265536.0;não
1027;2022-11-28;;;;;;;;;;;;;;;0;0.0;6;985147.0;sim
1028;2022-12-02;;;;;;;;;;;;;;;0;0.0;4;2098421.0;sim
1029;2023-01-09;;;;;;;;;;;;;;;13;7106652.0;401;19567.0;não
1030;2023-01-16;;;;;;;;;;;;;;;0;0.0;3;193137.0;sim
1031;2023-01-23;;;;;;;;;;;;;;;0;0.0;1;6877834.0;sim
1032;2023-01-30;;;;;;;;;;;;;;;0;0.0;4;1980682.0;sim
1033;2023-02-06;;;;;;;;;;;;;;;4;44218018.0;81;157569.0;não
1034;2023-02-13;;;;;;;;;;;;;;;3;7483193.0;112;6136.0;não
1035;2023-02-22;;;;;;;;;;;;;;;65;1012933.0;1086;8879.0;não
1036;2023-02-27;;;;;;;;;;;;;;;38;618682.0;938;7672.0;não
1037;2023-03-06;;;;;;;;;;;;;;;0;0.0;4;1486634.0;sim
1038;2023-03-13;;;;;;;;;;;;;;;0;0.0;9;937244.0;sim
1039;2023-03-20;;;;;;;;;;;;;;;0;0.0;3;3352258.0;sim
1040;2023-03-27;;;;;;;;;;;;;;;15;14085447.0;327;57113.0;não
1041;2023-04-03;;;;;;;;;;;;;;;1;26809046.0;68;120688.0;não
1042;2023-04-06;;;;;;;;;;;;;;;0;0.0;8;208166.0;sim
1043;2023-04-10;;;;;;;;;;;;;;;3;10545615.0;56;130459.0;não
1044;2023-04-13;;;;;;;;;;;;;;;3;5034573.0;158;29263.0;não
