concurso;data;j1;j2;j3;j4;j5;j6;j7;j8;j9;j10;j11;j12;j13;j14;ganhadores_14;rateio_14;ganhadores_13;rateio_13;acumulado
346;2009-01-19;;;;;;;;;;;;;;;10;6275654.0;328;12113.0;não
347;2009-01-26;;;;;;;;;;;;;;;11;1984038.0;265;17648.0;não
348;2009-02-02;;;;;;;;;;;;;;;0;0.0;10;382371.0;sim
349;2009-02-09;;;;;;;;;;;;;;;0;0.0;24;207496.0;sim
350;2009-02-16;;;;;;;;;;;;;;;25;374153.0;577;1177.0;não
351;2009-02-25;;;;;;;;;;;;;;;2;11614711.0;71;70109.0;não
352;2009-03-02;;;;;;;;;;;;;;;5;4922135.0;102;51703.0;não
353;2009-03-09;;;;;;;;;;;;;;;17;1411793.0;561;9168.0;não
354;2009-03-16;;;;;;;;;;;;;;;5;4884455.0;131;39949.0;não
355;2009-03-23;;;;;;;;;;;;;;;0;0.0;1;5745865.0;sim
356;2009-03-30;;;;;;;;;;;;;;;2;44177708.0;77;9496.0;não
357;2009-04-06;;;;;;;;;;;;;;;1;23696594.0;70;72541.0;não
358;2009-04-13;;;;;;;;;;;;;;;6;3239325.0;292;14263.0;não
359;2009-04-20;;;;;;;;;;;;;;;0;0.0;2;2479059.0;sim
360;2009-04-27;;;;;;;;;;;;;;;1;73634811.0;23;216507.0;não
361;2009-05-04;;;;;;;;;;;;;;;4;4647647.0;177;22507.0;não
362;2009-05-11;;;;;;;;;;;;;;;1;21036995.0;8;563491.0;não
363;2009-05-18;;;;;;;;;;;;;;;0;0.0;2;233622.0;sim
364;2009-05-25;;;;;;;;;;;;;;;1;4804387.0;89;63176.0;não
365;2009-06-01;;;;;;;;;;;;;;;5;10400582.0;104;5818.0;não
366;2009-06-08;;;;;;;;;;;;;;;0;0.0;11;429896.0;sim
367;2009-06-15;;;;;;;;;;;;;;;0;0.0;12;464095.0;sim
368;2009-06-22;;;;;;;;;;;;;;;0;0.0;5;1298455.0;sim
369;2009-06-29;;;;;;;;;;;;;;;40;2970933.0;838;10352.0;não
370;2009-07-06;;;;;;;;;;;;;;;2;29775368.0;43;139709.0;não
371;2009-07-13;;;;;;;;;;;;;;;23;1006171.0;818;6062.0;não
372;2009-07-20;;;;;;;;;;;;;;;0;0.0;3;1544529.0;sim
373;2009-07-27;;;;;;;;;;;;;;;0;0.0;17;358678.0;sim
374;2009-08-03;;;;;;;;;;;;;;;41;2109645.0;2363;3302.0;não
375;2009-08-10;;;;;;;;;;;;;;;0;0.0;4;1598297.0;sim
376;2009-08-17;;;;;;;;;;;;;;;3;33493656.0;118;74718.0;não
377;2009-08-24;;;;;;;;;;;;;;;6;4139299.0;124;42919.0;não
378;2009-08-31;;;;;;;;;;;;;;;1;26736442.0;14;409232.0;não
379;2009-09-08;;;;;;;;;;;;;;;1;27856671.0;22;271332.0;não
380;2009-09-14;;;;;;;;;;;;;;;1;64401345.0;8;861721.0;não
381;2009-09-21;;;;;;;;;;;;;;;0;0.0;10;630407.0;sim
382;2009-09-28;;;;;;;;;;;;;;;37;1669554.0;1041;9514.0;não
383;2009-10-05;;;;;;;;;;;;;;;0;0.0;5;1367541.0;sim
384;2009-10-13;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
385;2009-10-19;;;;;;;;;;;;;;;8;19350588.0;175;87425.0;não
386;2009-10-26;;;;;;;;;;;;;;;1;27615319.0;21;281789.0;não
387;2009-11-03;;;;;;;;;;;;;;;0;0.0;6;910448.0;sim
388;2009-11-09;;;;;;;;;;;;;;;14;4109057.0;415;23629.0;não
389;2009-11-16;;;;;;;;;;;;;;;11;2479326.0;240;34786.0;não
390;2009-11-23;;;;;;;;;;;;;;;0;0.0;7;919322.0;sim
391;2009-11-30;;;;;;;;;;;;;;;62;152669.0;1591;5738.0;não
392;2009-12-07;;;;;;;;;;;;;;;2;14072579.0;79;109061.0;não
393;2009-12-14;;;;;;;;;;;;;;;0;0.0;2;1261396.0;sim
394;2010-01-04;;;;;;;;;;;;;;;0;0.0;1;971058.0;sim
395;2010-01-11;;;;;;;;;;;;;;;1;55255207.0;30;118566.0;não
396;2010-01-18;;;;;;;;;;;;;;;0;0.0;15;232124.0;sim
397;2010-01-25;;;;;;;;;;;;;;;0;0.0;6;822932.0;sim
398;2010-02-01;;;;;;;;;;;;;;;0;0.0;2;2686903.0;sim
399;2010-02-08;;;;;;;;;;;;;;;83;1180238.0;2398;4288.0;não
400;2010-02-18;;;;;;;;;;;;;;;0;0.0;4;1247062.0;sim
401;2010-02-22;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
402;2010-03-01;;;;;;;;;;;;;;;12;9313368.0;695;16231.0;não
403;2010-03-09;;;;;;;;;;;;;;;12;1950226.0;352;20352.0;não
404;2010-03-15;;;;;;;;;;;;;;;0;0.0;10;477719.0;sim
405;2010-03-22;;;;;;;;;;;;;;;1;79220615.0;3;2105063.0;não
406;2010-03-30;;;;;;;;;;;;;;;3;6505405.0;114;52406.0;não
407;2010-04-05;;;;;;;;;;;;;;;1005;2579.0;14926;372.0;não
408;2010-04-12;;;;;;;;;;;;;;;0;0.0;7;530185.0;sim
409;2010-04-19;;;;;;;;;;;;;;;0;0.0;31;17347.0;sim
410;2010-04-26;;;;;;;;;;;;;;;28;3295356.0;573;14094.0;não
411;2010-05-03;;;;;;;;;;;;;;;0;0.0;3;1043545.0;sim
412;2010-05-10;;;;;;;;;;;;;;;1;35602316.0;64;100411.0;não
413;2010-05-17;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
414;2010-05-24;;;;;;;;;;;;;;;32;1628435.0;963;8424.0;não
415;2010-05-31;;;;;;;;;;;;;;;0;0.0;2;2736076.0;sim
416;2010-06-07;;;;;;;;;;;;;;;0;0.0;10;667074.0;sim
417;2010-06-16;;;;;;;;;;;;;;;5;2616439.0;127;122147.0;não
418;2010-06-21;;;;;;;;;;;;;;;0;0.0;1;5796717.0;sim
419;2010-06-25;;;;;;;;;;;;;;;209;291364.0;4318;2399.0;não
420;2010-06-28;;;;;;;;;;;;;;;0;0.0;3;76657.0;sim
421;2010-07-05;;;;;;;;;;;;;;;0;0.0;2;1520411.0;sim
422;2010-07-15;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
423;2010-07-19;;;;;;;;;;;;;;;0;0.0;35;165014.0;sim
424;2010-07-26;;;;;;;;;;;;;;;12;12787754.0;421;32552.0;não
425;2010-08-02;;;;;;;;;;;;;;;3;16859528.0;141;56895.0;não
426;2010-08-09;;;;;;;;;;;;;;;0;0.0;10;479583.0;sim
427;2010-08-16;;;;;;;;;;;;;;;1063;73254.0;14602;673.0;não
428;2010-08-23;;;;;;;;;;;;;;;0;0.0;1;559857.0;sim
429;2010-08-30;;;;;;;;;;;;;;;1;54974655.0;18;343429.0;não
430;2010-09-06;;;;;;;;;;;;;;;0;0.0;10;592058.0;sim
431;2010-09-13;;;;;;;;;;;;;;;0;0.0;5;1563637.0;sim
432;2010-09-20;;;;;;;;;;;;;;;0;0.0;23;40272.0;sim
433;2010-09-27;;;;;;;;;;;;;;;1;190603381.0;67;173308.0;não
434;2010-10-04;;;;;;;;;;;;;;;0;0.0;1;6131923.0;sim
435;2010-10-11;;;;;;;;;;;;;;;1;108918624.0;106;114241.0;não
436;2010-10-18;;;;;;;;;;;;;;;26;1002746.0;760;10501.0;não
437;2010-10-25;;;;;;;;;;;;;;;0;0.0;10;609283.0;sim
438;2010-11-01;;;;;;;;;;;;;;;1;56210196.0;40;148805.0;não
439;2010-11-08;;;;;;;;;;;;;;;0;0.0;14;354287.0;sim
440;2010-11-16;;;;;;;;;;;;;;;0;0.0;8;1066096.0;sim
441;2010-11-22;;;;;;;;;;;;;;;29;4906497.0;2207;6695.0;não
442;2010-11-29;;;;;;;;;;;;;;;413;11496.0;6991;1455.0;não
443;2010-12-06;;;;;;;;;;;;;;;13;2096153.0;428;1949.0;não
444;2011-01-10;;;;;;;;;;;;;;;9;1195124.0;183;17992.0;não
445;2011-01-17;;;;;;;;;;;;;;;0;0.0;2;1836568.0;sim
446;2011-01-24;;;;;;;;;;;;;;;0;0.0;15;462024.0;sim
447;2011-01-31;;;;;;;;;;;;;;;0;0.0;17;447055.0;sim
448;2011-02-07;;;;;;;;;;;;;;;1;175567285.0;34;355962.0;não
449;2011-02-14;;;;;;;;;;;;;;;10;2234907.0;426;16059.0;não
450;2011-02-21;;;;;;;;;;;;;;;1;69376063.0;14;524707.0;não
451;2011-02-28;;;;;;;;;;;;;;;2;15455082.0;127;74506.0;não
452;2011-03-10;;;;;;;;;;;;;;;0;0.0;6;837627.0;sim
453;2011-03-14;;;;;;;;;;;;;;;2;23562339.0;115;63011.0;não
454;2011-03-21;;;;;;;;;;;;;;;0;0.0;6;1049107.0;sim
455;2011-03-28;;;;;;;;;;;;;;;27;3549263.0;529;20886.0;não
456;2011-04-04;;;;;;;;;;;;;;;2;13052984.0;32;174817.0;não
457;2011-04-11;;;;;;;;;;;;;;;4;592605.0;106;68456.0;não
458;2011-04-18;;;;;;;;;;;;;;;8;315158.0;169;45669.0;não
459;2011-04-25;;;;;;;;;;;;;;;23;828613.0;648;9003.0;não
460;2011-05-02;;;;;;;;;;;;;;;2;27998789.0;43;140049.0;não
461;2011-05-09;;;;;;;;;;;;;;;0;0.0;5;869301.0;sim
462;2011-05-16;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
463;2011-05-23;;;;;;;;;;;;;;;4;22814992.0;116;104229.0;não
464;2011-05-30;;;;;;;;;;;;;;;1;26869046.0;27;213246.0;não
465;2011-06-06;;;;;;;;;;;;;;;24;261538.0;707;14125.0;não
466;2011-06-13;;;;;;;;;;;;;;;0;0.0;4;1373077.0;sim
467;2011-06-20;;;;;;;;;;;;;;;1;62022394.0;15;519881.0;não
468;2011-06-27;;;;;;;;;;;;;;;3;7536437.0;110;6292.0;não
469;2011-07-07;;;;;;;;;;;;;;;1;3163874.0;41;165359.0;não
470;2011-07-11;;;;;;;;;;;;;;;3;19180915.0;55;14269.0;não
471;2011-07-18;;;;;;;;;;;;;;;26;996192.0;787;10074.0;não
472;2011-07-25;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
473;2011-08-01;;;;;;;;;;;;;;;1;66936856.0;31;249387.0;não
474;2011-08-08;;;;;;;;;;;;;;;0;0.0;4;150171.0;sim
475;2011-08-15;;;;;;;;;;;;;;;7;15265703.0;279;53325.0;não
476;2011-08-22;;;;;;;;;;;;;;;0;0.0;2;2981046.0;sim
477;2011-08-29;;;;;;;;;;;;;;;0;0.0;11;612051.0;sim
478;2011-09-05;;;;;;;;;;;;;;;0;0.0;29;353862.0;sim
479;2011-09-12;;;;;;;;;;;;;;;2;80209444.0;45;253753.0;não
480;2011-09-19;;;;;;;;;;;;;;;1;81291201.0;35;223478.0;não
481;2011-09-26;;;;;;;;;;;;;;;1;34084397.0;170;61376.0;não
482;2011-10-03;;;;;;;;;;;;;;;0;0.0;3;2283757.0;sim
483;2011-10-10;;;;;;;;;;;;;;;2;34042534.0;51;151733.0;não
484;2011-10-17;;;;;;;;;;;;;;;5;5856212.0;177;50641.0;não
485;2011-10-24;;;;;;;;;;;;;;;0;0.0;9;875514.0;sim
486;2011-10-31;;;;;;;;;;;;;;;42;2959879.0;1055;14958.0;não
487;2011-11-07;;;;;;;;;;;;;;;0;0.0;4;1690895.0;sim
488;2011-11-14;;;;;;;;;;;;;;;3;25654645.0;100;138981.0;não
489;2011-11-21;;;;;;;;;;;;;;;1;35905726.0;61;126133.0;não
490;2011-11-28;;;;;;;;;;;;;;;2;42280329.0;90;140977.0;não
491;2011-12-05;;;;;;;;;;;;;;;25;1321015.0;588;17193.0;não
492;2012-01-09;;;;;;;;;;;;;;;0;0.0;83;44138.0;sim
493;2012-01-16;;;;;;;;;;;;;;;0;0.0;4;842574.0;sim
494;2012-01-23;;;;;;;;;;;;;;;12;4482745.0;483;1654.0;não
495;2012-01-30;;;;;;;;;;;;;;;15;3686546.0;495;1720.0;não
496;2012-02-06;;;;;;;;;;;;;;;0;0.0;1;4747468.0;sim
497;2012-02-13;;;;;;;;;;;;;;;9;5415889.0;296;27497.0;não
498;2012-02-23;;;;;;;;;;;;;;;11;2235624.0;443;16993.0;não
499;2012-02-27;;;;;;;;;;;;;;;0;0.0;6;750092.0;sim
500;2012-03-05;;;;;;;;;;;;;;;93;964455.0;2969;4383.0;não
501;2012-03-12;;;;;;;;;;;;;;;1;36210875.0;67;115813.0;não
502;2012-03-19;;;;;;;;;;;;;;;16;1698729.0;498;16707.0;não
503;2012-03-26;;;;;;;;;;;;;;;55;524319.0;1346;6558.0;não
504;2012-04-02;;;;;;;;;;;;;;;0;0.0;32;202636.0;sim
505;2012-04-09;;;;;;;;;;;;;;;38;2950814.0;1092;13038.0;não
506;2012-04-16;;;;;;;;;;;;;;;5;6074596.0;137;67867.0;não
507;2012-04-23;;;;;;;;;;;;;;;0;0.0;36;148171.0;sim
508;2012-05-02;;;;;;;;;;;;;;;40;1596155.0;1388;8591.0;não
509;2012-05-08;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
510;2012-05-14;;;;;;;;;;;;;;;6;17635555.0;218;62976.0;não
511;2012-05-21;;;;;;;;;;;;;;;0;0.0;2;2674794.0;sim
512;2012-05-28;;;;;;;;;;;;;;;2;30542804.0;26;297699.0;não
513;2012-06-04;;;;;;;;;;;;;;;0;0.0;13;429533.0;sim
514;2012-06-11;;;;;;;;;;;;;;;8;706085.0;236;39469.0;não
515;2012-06-18;;;;;;;;;;;;;;;11;6350454.0;317;33847.0;não
516;2012-06-25;;;;;;;;;;;;;;;0;0.0;7;881419.0;sim
517;2012-07-02;;;;;;;;;;;;;;;3;2335467.0;58;152479.0;não
518;2012-07-09;;;;;;;;;;;;;;;73;412918.0;1831;5039.0;não
519;2012-07-16;;;;;;;;;;;;;;;0;0.0;70;128465.0;sim
520;2012-07-23;;;;;;;;;;;;;;;7;16704415.0;490;32659.0;não
521;2012-07-30;;;;;;;;;;;;;;;14;2364479.0;364;27839.0;não
522;2012-08-06;;;;;;;;;;;;;;;8;3871455.0;195;48621.0;não
523;2012-08-13;;;;;;;;;;;;;;;3;979441.0;53;11880.0;não
524;2012-08-20;;;;;;;;;;;;;;;67;473725.0;1367;7107.0;não
525;2012-08-27;;;;;;;;;;;;;;;0;0.0;2;3441602.0;sim
526;2012-09-03;;;;;;;;;;;;;;;18;6524915.0;478;30289.0;não
527;2012-09-10;;;;;;;;;;;;;;;0;0.0;2;2972614.0;sim
528;2012-09-17;;;;;;;;;;;;;;;0;0.0;3;2964244.0;sim
529;2012-09-24;;;;;;;;;;;;;;;61;205276.0;1407;12178.0;não
530;2012-10-01;;;;;;;;;;;;;;;3;29249463.0;45;209037.0;não
531;2012-10-08;;;;;;;;;;;;;;;54;590317.0;1221;7992.0;não
532;2012-10-15;;;;;;;;;;;;;;;6;5221783.0;145;66145.0;não
533;2012-10-22;;;;;;;;;;;;;;;0;0.0;6;1130162.0;sim
534;2012-10-29;;;;;;;;;;;;;;;376;178118.0;5900;1832.0;não
535;2012-11-05;;;;;;;;;;;;;;;0;0.0;15;50173.0;sim
536;2012-11-12;;;;;;;;;;;;;;;0;0.0;10;994549.0;sim
537;2012-11-19;;;;;;;;;;;;;;;0;0.0;5;266248.0;sim
538;2012-11-26;;;;;;;;;;;;;;;0;0.0;15;1094343.0;sim
539;2012-12-03;;;;;;;;;;;;;;;4;85809151.0;189;138763.0;não
540;2013-01-07;;;;;;;;;;;;;;;1;87544126.0;19;247971.0;não
541;2013-01-14;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
542;2013-01-21;;;;;;;;;;;;;;;29;1528081.0;847;9188.0;não
543;2013-01-28;;;;;;;;;;;;;;;0;0.0;5;91525.0;sim
544;2013-02-04;;;;;;;;;;;;;;;0;0.0;25;268914.0;sim
545;2013-02-14;;;;;;;;;;;;;;;0;0.0;4;2553153.0;sim
546;2013-02-18;;;;;;;;;;;;;;;0;0.0;36;288088.0;sim
547;2013-02-25;;;;;;;;;;;;;;;133;1979756.0;2867;958.0;não
548;2013-03-04;;;;;;;;;;;;;;;1;30017416.0;7;91890.0;não
549;2013-03-12;;;;;;;;;;;;;;;3274;13439.0;35552;265.0;não
550;2013-03-18;;;;;;;;;;;;;;;1;88778567.0;15;513354.0;não
551;2013-03-25;;;;;;;;;;;;;;;5;6305464.0;217;44475.0;não
552;2013-04-01;;;;;;;;;;;;;;;0;0.0;12;418227.0;sim
553;2013-04-08;;;;;;;;;;;;;;;0;0.0;6;1209178.0;sim
554;2013-04-15;;;;;;;;;;;;;;;1;100083903.0;11;833887.0;não
555;2013-04-22;;;;;;;;;;;;;;;7;9788716.0;252;39623.0;não
556;2013-04-29;;;;;;;;;;;;;;;14;185881.0;508;15681.0;não
557;2013-05-06;;;;;;;;;;;;;;;0;0.0;8;624884.0;sim
558;2013-05-13;;;;;;;;;;;;;;;5;10139822.0;243;34479.0;não
559;2013-05-20;;;;;;;;;;;;;;;1;25894832.0;16;346806.0;não
560;2013-05-27;;;;;;;;;;;;;;;154;384669.0;3270;2832.0;não
561;2013-06-03;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
562;2013-06-10;;;;;;;;;;;;;;;2;39148278.0;58;154433.0;não
563;2013-06-24;;;;;;;;;;;;;;;4780;1173.0;62241;193.0;não
564;2013-07-01;;;;;;;;;;;;;;;5;2633159.0;102;39513.0;não
565;2013-07-08;;;;;;;;;;;;;;;0;0.0;25;271746.0;sim
566;2013-07-15;;;;;;;;;;;;;;;5;21810585.0;104;130206.0;não
567;2013-07-22;;;;;;;;;;;;;;;0;0.0;3;2140148.0;sim
568;2013-07-29;;;;;;;;;;;;;;;20;3399998.0;456;25535.0;não
569;2013-08-05;;;;;;;;;;;;;;;178;157089.0;3071;2787.0;não
570;2013-08-12;;;;;;;;;;;;;;;0;0.0;1;8624205.0;sim
571;2013-08-19;;;;;;;;;;;;;;;5;26364777.0;183;91571.0;não
572;2013-08-26;;;;;;;;;;;;;;;2;16771653.0;111;92507.0;não
573;2013-09-02;;;;;;;;;;;;;;;0;0.0;14;498491.0;sim
574;2013-09-09;;;;;;;;;;;;;;;41;169302.0;2017;5592.0;não
575;2013-09-16;;;;;;;;;;;;;;;2;43549121.0;75;127662.0;não
576;2013-09-23;;;;;;;;;;;;;;;1;38478483.0;19;433968.0;não
577;2013-09-30;;;;;;;;;;;;;;;0;0.0;1;7457851.0;sim
578;2013-10-07;;;;;;;;;;;;;;;0;0.0;18;53024.0;sim
579;2013-10-14;;;;;;;;;;;;;;;34;3624229.0;820;16381.0;não
580;2013-10-21;;;;;;;;;;;;;;;1;87418913.0;30;308528.0;não
581;2013-10-28;;;;;;;;;;;;;;;1;31580099.0;51;13269.0;não
582;2013-11-04;;;;;;;;;;;;;;;1;26958888.0;26;222189.0;não
583;2013-11-11;;;;;;;;;;;;;;;14;2234634.0;422;22694.0;não
584;2013-11-18;;;;;;;;;;;;;;;78;436287.0;1928;5403.0;não
585;2013-11-25;;;;;;;;;;;;;;;2;37157545.0;51;161845.0;não
586;2013-12-02;;;;;;;;;;;;;;;1;38326766.0;38;216128.0;não
587;2013-12-09;;;;;;;;;;;;;;;0;0.0;2;3937041.0;sim
588;2014-01-06;;;;;;;;;;;;;;;2;28629158.0;65;96605.0;não
589;2014-01-13;;;;;;;;;;;;;;;1;14705971.0;19;165857.0;não
590;2014-01-20;;;;;;;;;;;;;;;0;0.0;18;336522.0;sim
591;2014-01-28;;;;;;;;;;;;;;;3;32758794.0;54;151273.0;não
592;2014-02-03;;;;;;;;;;;;;;;5;5262075.0;209;38536.0;não
593;2014-02-10;;;;;;;;;;;;;;;0;0.0;1;5087232.0;sim
594;2014-02-17;;;;;;;;;;;;;;;6;9711599.0;209;50574.0;não
595;2014-02-24;;;;;;;;;;;;;;;0;0.0;2;3570095.0;sim
596;2014-03-06;;;;;;;;;;;;;;;0;0.0;17;472593.0;sim
597;2014-03-10;;;;;;;;;;;;;;;1;149288977.0;49;201715.0;não
598;2014-03-17;;;;;;;;;;;;;;;24;1140083.0;704;11897.0;não
599;2014-03-24;;;;;;;;;;;;;;;9;263635.0;336;21617.0;não
600;2014-03-31;;;;;;;;;;;;;;;0;0.0;9;780009.0;sim
601;2014-04-07;;;;;;;;;;;;;;;1;107205161.0;68;173044.0;não
602;2014-04-14;;;;;;;;;;;;;;;4;636204.0;122;63854.0;não
603;2014-04-22;;;;;;;;;;;;;;;1;24885245.0;14;380897.0;não
604;2014-04-28;;;;;;;;;;;;;;;2;12110543.0;54;137307.0;não
605;2014-05-05;;;;;;;;;;;;;;;0;0.0;3;2599313.0;sim
606;2014-05-12;;;;;;;;;;;;;;;76;1503278.0;1844;774.0;não
607;2014-05-19;;;;;;;;;;;;;;;0;0.0;2;3307188.0;sim
608;2014-05-26;;;;;;;;;;;;;;;0;0.0;1;8061126.0;sim
609;2014-06-02;;;;;;;;;;;;;;;0;0.0;8;141072.0;sim
610;2014-06-16;;;;;;;;;;;;;;;18;17383435.0;1329;3409.0;não
611;2014-06-23;;;;;;;;;;;;;;;0;0.0;1;839382.0;sim
612;2014-06-26;;;;;;;;;;;;;;;67;1426926.0;1950;8859.0;não
613;2014-07-21;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
614;2014-07-28;;;;;;;;;;;;;;;2;4488631.0;72;137278.0;não
615;2014-08-04;;;;;;;;;;;;;;;1;119250788.0;29;365496.0;não
616;2014-08-11;;;;;;;;;;;;;;;0;0.0;45;152674.0;sim
617;2014-08-18;;;;;;;;;;;;;;;0;0.0;21;450648.0;sim
618;2014-08-25;;;;;;;;;;;;;;;1;126018022.0;85;125529.0;não
619;2014-09-01;;;;;;;;;;;;;;;38;812819.0;738;12811.0;não
620;2014-09-08;;;;;;;;;;;;;;;0;0.0;3;2895051.0;sim
621;2014-09-15;;;;;;;;;;;;;;;137;1022014.0;2773;610.0;não
622;2014-09-22;;;;;;;;;;;;;;;21;1621721.0;555;18784.0;não
623;2014-09-29;;;;;;;;;;;;;;;26;1409254.0;780;1438.0;não
624;2014-10-06;;;;;;;;;;;;;;;1;33872736.0;41;177035.0;não
625;2014-10-13;;;;;;;;;;;;;;;0;0.0;19;490581.0;sim
626;2014-10-20;;;;;;;;;;;;;;;23;611187.0;720;23018.0;não
627;2014-10-27;;;;;;;;;;;;;;;38;1015747.0;890;13276.0;não
628;2014-11-03;;;;;;;;;;;;;;;8;4930795.0;344;35102.0;não
629;2014-11-10;;;;;;;;;;;;;;;4;8778675.0;131;82056.0;não
630;2014-11-17;;;;;;;;;;;;;;;8;10612476.0;294;41367.0;não
631;2014-11-24;;;;;;;;;;;;;;;0;0.0;6;1387502.0;sim
632;2014-12-01;;;;;;;;;;;;;;;0;0.0;22;496585.0;sim
633;2014-12-08;;;;;;;;;;;;;;;1;154395203.0;10;1383482.0;não
634;2015-01-05;;;;;;;;;;;;;;;1;1703432.0;37;140934.0;não
635;2015-01-12;;;;;;;;;;;;;;;181;419702.0;4123;228.0;não
636;2015-01-19;;;;;;;;;;;;;;;2;9672819.0;37;160057.0;não
637;2015-01-26;;;;;;;;;;;;;;;2;8854796.0;67;80914.0;não
638;2015-02-02;;;;;;;;;;;;;;;1;30663878.0;37;17759.0;não
639;2015-02-09;;;;;;;;;;;;;;;177;164988.0;3778;2366.0;não
640;2015-02-18;;;;;;;;;;;;;;;3;21601531.0;100;114652.0;não
641;2015-02-23;;;;;;;;;;;;;;;13;2213195.0;403;21855.0;não
642;2015-03-02;;;;;;;;;;;;;;;26;1247076.0;696;14261.0;não
643;2015-03-09;;;;;;;;;;;;;;;27;1214091.0;984;10197.0;não
644;2015-03-16;;;;;;;;;;;;;;;73;456158.0;2909;3504.0;não
645;2015-03-23;;;;;;;;;;;;;;;487;16615.0;7606;1835.0;não
646;2015-03-30;;;;;;;;;;;;;;;0;0.0;9;815125.0;sim
647;2015-04-06;;;;;;;;;;;;;;;1;73968556.0;11;774026.0;não
648;2015-04-13;;;;;;;;;;;;;;;1;23057372.0;115;61377.0;não
649;2015-04-20;;;;;;;;;;;;;;;2;13442378.0;67;122836.0;não
650;2015-04-27;;;;;;;;;;;;;;;0;0.0;6;1133913.0;sim
651;2015-05-04;;;;;;;;;;;;;;;0;0.0;6;1687873.0;sim
652;2015-05-11;;;;;;;;;;;;;;;0;0.0;6;219999.0;sim
653;2015-05-18;;;;;;;;;;;;;;;52;5049632.0;1383;18957.0;não
654;2015-05-25;;;;;;;;;;;;;;;2;23430279.0;61;164616.0;não
655;2015-06-01;;;;;;;;;;;;;;;0;0.0;4;2367375.0;sim
656;2015-06-08;;;;;;;;;;;;;;;0;0.0;44;279125.0;sim
657;2015-06-15;;;;;;;;;;;;;;;20;11635645.0;498;44678.0;não
658;2015-06-22;;;;;;;;;;;;;;;1;39076827.0;40;20934.0;não
659;2015-06-29;;;;;;;;;;;;;;;2;15922233.0;63;154735.0;não
660;2015-07-06;;;;;;;;;;;;;;;0;0.0;5;191249.0;sim
661;2015-07-13;;;;;;;;;;;;;;;345;426921.0;5233;2933.0;não
662;2015-07-20;;;;;;;;;;;;;;;1;3922318.0;54;155648.0;não
663;2015-07-27;;;;;;;;;;;;;;;0;0.0;12;641431.0;sim
664;2015-08-03;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
665;2015-08-10;;;;;;;;;;;;;;;0;0.0;10;1378522.0;sim
666;2015-08-17;;;;;;;;;;;;;;;0;0.0;15;1244858.0;sim
667;2015-08-24;;;;;;;;;;;;;;;130;295757.0;4242;6523.0;não
668;2015-08-31;;;;;;;;;;;;;;;2;19757661.0;65;18610.0;não
669;2015-09-08;;;;;;;;;;;;;;;0;0.0;4;2145433.0;sim
670;2015-09-14;;;;;;;;;;;;;;;3;53963503.0;84;135113.0;não
671;2015-09-21;;;;;;;;;;;;;;;0;0.0;9;924738.0;sim
672;2015-09-28;;;;;;;;;;;;;;;5;18533474.0;239;68945.0;não
673;2015-10-05;;;;;;;;;;;;;;;4;10393729.0;112;113634.0;não
674;2015-10-14;;;;;;;;;;;;;;;6;560438.0;351;29326.0;não
675;2015-10-19;;;;;;;;;;;;;;;0;0.0;11;877779.0;sim
676;2015-10-26;;;;;;;;;;;;;;;0;0.0;10;1159405.0;sim
677;2015-11-03;;;;;;;;;;;;;;;2;107111562.0;71;204438.0;não
678;2015-11-09;;;;;;;;;;;;;;;0;0.0;53;166538.0;sim
679;2015-11-18;;;;;;;;;;;;;;;1;87205889.0;16;616278.0;não
680;2015-11-23;;;;;;;;;;;;;;;0;0.0;7;1162819.0;sim
681;2015-11-30;;;;;;;;;;;;;;;70;2087865.0;1517;10839.0;não
682;2015-12-07;;;;;;;;;;;;;;;35;1067754.0;1212;9439.0;não
683;2016-01-04;;;;;;;;;;;;;;;0;0.0;0;0.0;sim
684;2016-01-08;;;;;;;;;;;;;;;1;25206966.0;27;138332.0;não
685;2016-01-25;;;;;;;;;;;;;;;5;10189084.0;121;46494.0;não
686;2016-02-01;;;;;;;;;;;;;;;0;0.0;40;15125.0;sim
687;2016-02-11;;;;;;;;;;;;;;;0;0.0;32;161152.0;sim
688;2016-02-15;;;;;;;;;;;;;;;0;0.0;1;623834.0;sim
689;2016-02-22;;;;;;;;;;;;;;;5453;33875.0;49155;298.0;não
690;2016-02-29;;;;;;;;;;;;;;;0;0.0;2;3822406.0;sim
691;2016-03-07;;;;;;;;;;;;;;;1;108814203.0;95;13370.0;não
692;2016-03-14;;;;;;;;;;;;;;;0;0.0;5;1130923.0;sim
693;2016-03-21;;;;;;;;;;;;;;;19;3295596.0;499;22224.0;não
694;2016-03-28;;;;;;;;;;;;;;;0;0.0;3;1576373.0;sim
695;2016-04-04;;;;;;;;;;;;;;;0;0.0;29;333793.0;sim
